item_id,product_category,bullet_point,item_keywords,item_name,product_type,brand,combined_text,text_id,price,rating,sponsor,small_business
B000HBYKWG,FURNITURE, furniture dining 30 chiavari amazonia in stool patio set kitchen clearance bag stackable sets polywood south steel metal table lounger trex armchair 2 casual bar decor height club anteique natural bean canopy stools chairs commercial folding adirondack cushions wicker high restaurant jaxx , furniture dining 30 chiavari amazonia in stool patio set kitchen clearance bag stackable sets polywood south steel metal table lounger trex armchair 2 casual bar decor height club anteique natural bean canopy stools chairs commercial folding adirondack cushions wicker high restaurant jaxx ,Strathwood Naples Sling Swivel Arm Chair,CHAIR,Strathwood by Amazon.com, furniture dining 30 chiavari amazonia in stool patio set kitchen clearance bag stackable sets polywood south steel metal table lounger trex armchair 2 casual bar decor height club anteique natural bean canopy stools chairs commercial folding adirondack cushions wicker high restaurant jaxx  furniture dining 30 chiavari amazonia in stool patio set kitchen clearance bag stackable sets polywood south steel metal table lounger trex armchair 2 casual bar decor height club anteique natural bean canopy stools chairs commercial folding adirondack cushions wicker high restaurant jaxx Strathwood Naples Sling Swivel Arm Chair,text34,50-100,star 4-5,yes,no
B07B7BRXCK,FURNITURE, counter height bar stools bar stools counter stool bar stools set of 3 counter stools farmhouse Stone and beam 29 H bar stools set of 2 bar stools set of 4 stool bar stool Stone Beam barstools Blue , counter height bar stools bar stools counter stool bar stools set of 3 counter stools farmhouse Stone and beam 29 H bar stools set of 2 bar stools set of 4 stool bar stool Stone Beam barstools Blue ,Stone Beam Cottage Taburete de barra de madera 29 0 in color azul,STOOL_SEATING,Stone & Beam, counter height bar stools bar stools counter stool bar stools set of 3 counter stools farmhouse Stone and beam 29 H bar stools set of 2 bar stools set of 4 stool bar stool Stone Beam barstools Blue  counter height bar stools bar stools counter stool bar stools set of 3 counter stools farmhouse Stone and beam 29 H bar stools set of 2 bar stools set of 4 stool bar stool Stone Beam barstools Blue Stone Beam Cottage Taburete de barra de madera 29 0 in color azul,text35,500-1000,star 4-5,no,no
B073GCWSRW,FURNITURE, furniture room small patio studio swivel mid for butterfly century set yard yellow dark sleep back tables glider popular living armless pair perfect deal armchair deryn best egg 2 recliner baxton kieran modern dome club on gdf royalty chairs decorative chair of navy accent office zero white 610 , furniture room small patio studio swivel mid for butterfly century set yard yellow dark sleep back tables glider popular living armless pair perfect deal armchair deryn best egg 2 recliner baxton kieran modern dome club on gdf royalty chairs decorative chair of navy accent office zero white 610 ,PB96 1LNNPTL,CHAIR,Rivet, furniture room small patio studio swivel mid for butterfly century set yard yellow dark sleep back tables glider popular living armless pair perfect deal armchair deryn best egg 2 recliner baxton kieran modern dome club on gdf royalty chairs decorative chair of navy accent office zero white 610  furniture room small patio studio swivel mid for butterfly century set yard yellow dark sleep back tables glider popular living armless pair perfect deal armchair deryn best egg 2 recliner baxton kieran modern dome club on gdf royalty chairs decorative chair of navy accent office zero white 610 PB96 1LNNPTL,text36,200-500,star 4-5,no,no
B07FB6VK2H,FURNITURE, furniture size cherry con queen bunkbeds wood headboard sleigh for wrangle frame set yellow upholstery louis mattress farmhouse stairs decoro south back platform mirror rails adults bedding kid jennifer cal roma trundle ca rod de divano and bright madera woodland mattresses white taylor , furniture size cherry con queen bunkbeds wood headboard sleigh for wrangle frame set yellow upholstery louis mattress farmhouse stairs decoro south back platform mirror rails adults bedding kid jennifer cal roma trundle ca rod de divano and bright madera woodland mattresses white taylor ,Stone Beam Hazel Collection King Bed with Storage Bed,BED,Stone & Beam, furniture size cherry con queen bunkbeds wood headboard sleigh for wrangle frame set yellow upholstery louis mattress farmhouse stairs decoro south back platform mirror rails adults bedding kid jennifer cal roma trundle ca rod de divano and bright madera woodland mattresses white taylor  furniture size cherry con queen bunkbeds wood headboard sleigh for wrangle frame set yellow upholstery louis mattress farmhouse stairs decoro south back platform mirror rails adults bedding kid jennifer cal roma trundle ca rod de divano and bright madera woodland mattresses white taylor Stone Beam Hazel Collection King Bed with Storage Bed,text37,200-500,star 2-3,yes,no
B07KRBBYVK,FURNITURE,,,Light Grey Swatch Ravenna Home,OTTOMAN,Ravenna Home,Light Grey Swatch Ravenna Home,text38,100-200,star 4-5,yes,no
B07WP9CX8V,FURNITURE, shop rustic decorations mount shaped shelve room small mid desks cell for century country kitchen clearance bathroom primitive toilet farmhouse steel living mirror home ikea basement book over storage de big bedroom shelves shelfs bedrooms units racks utility ledge office bookshelves , shop rustic decorations mount shaped shelve room small mid desks cell for century country kitchen clearance bathroom primitive toilet farmhouse steel living mirror home ikea basement book over storage de big bedroom shelves shelfs bedrooms units racks utility ledge office bookshelves ,Rivet Estanter a de pared flotante moderna 9 pulgadas madera natural y oro renovado ,SHELF,Rivet, shop rustic decorations mount shaped shelve room small mid desks cell for century country kitchen clearance bathroom primitive toilet farmhouse steel living mirror home ikea basement book over storage de big bedroom shelves shelfs bedrooms units racks utility ledge office bookshelves  shop rustic decorations mount shaped shelve room small mid desks cell for century country kitchen clearance bathroom primitive toilet farmhouse steel living mirror home ikea basement book over storage de big bedroom shelves shelfs bedrooms units racks utility ledge office bookshelves Rivet Estanter a de pared flotante moderna 9 pulgadas madera natural y oro renovado ,text39,200-500,star 4-5,yes,no
B084W339RK,FURNITURE, farmhouse faux leather living armen , farmhouse faux leather living armen ,Silla de comedor tapizada con ruedas 24 0 in de ancho color pizarra,CHAIR,Stone & Beam, farmhouse faux leather living armen  farmhouse faux leather living armen Silla de comedor tapizada con ruedas 24 0 in de ancho color pizarra,text40,500-1000,star 4-5,no,no
B001BQAK0C,FURNITURE, Amazon furntiure strathwood Pinzon fd classic style , Amazon furntiure strathwood Pinzon fd classic style ,Pinzon jonesport mesa de madera para computadora con vidrio superior con gabinete color caf eacute ,DESK,Pinzon, Amazon furntiure strathwood Pinzon fd classic style  Amazon furntiure strathwood Pinzon fd classic style Pinzon jonesport mesa de madera para computadora con vidrio superior con gabinete color caf eacute ,text41,500-1000,star 3-4,yes,yes
B07CSY4XG2,FURNITURE, furniture room case butterfly patio studio swivel mid for century set arm yard dark sleep back tables glider popular living armless perfect deal armchair best egg human recliner baxton outdoor fountain kieran modern dome vanity club on gdf royalty chairs massage decorative chair of navy accent office wind spinners zero wingback windmill 610 , furniture room case butterfly patio studio swivel mid for century set arm yard dark sleep back tables glider popular living armless perfect deal armchair best egg human recliner baxton outdoor fountain kieran modern dome vanity club on gdf royalty chairs massage decorative chair of navy accent office wind spinners zero wingback windmill 610 ,Rivet Aged Black Swatch Rivet,CHAIR,Rivet, furniture room case butterfly patio studio swivel mid for century set arm yard dark sleep back tables glider popular living armless perfect deal armchair best egg human recliner baxton outdoor fountain kieran modern dome vanity club on gdf royalty chairs massage decorative chair of navy accent office wind spinners zero wingback windmill 610  furniture room case butterfly patio studio swivel mid for century set arm yard dark sleep back tables glider popular living armless perfect deal armchair best egg human recliner baxton outdoor fountain kieran modern dome vanity club on gdf royalty chairs massage decorative chair of navy accent office wind spinners zero wingback windmill 610 Rivet Aged Black Swatch Rivet,text42,100-200,star 4-5,no,no
B07FKS45HW,FURNITURE, recliner s3 seater sofa recliner chair for relax recliner folding easy chair recliner chair 3 seater recliner recliner recliner sofa 3 seater sofa relax chair for home recliners recliner sofa , recliner s3 seater sofa recliner chair for relax recliner folding easy chair recliner chair 3 seater recliner recliner recliner sofa 3 seater sofa relax chair for home recliners recliner sofa ,Amazon Brand Solimo Capri Three Seater Fabric Recliner Mocha ,CHAIR,Amazon Brand - Solimo, recliner s3 seater sofa recliner chair for relax recliner folding easy chair recliner chair 3 seater recliner recliner recliner sofa 3 seater sofa relax chair for home recliners recliner sofa  recliner s3 seater sofa recliner chair for relax recliner folding easy chair recliner chair 3 seater recliner recliner recliner sofa 3 seater sofa relax chair for home recliners recliner sofa Amazon Brand Solimo Capri Three Seater Fabric Recliner Mocha ,text43,200-500,star 4-5,no,no
B000W8RYWM,FURNITURE, low furniture black garden furniture modway woven 099967369039 patio swivel for beach cast set rattan picnic clearance pool rocker sets flat portable daybed steamer soccer adults trex cushion double green 2 casual ohana team patio furniture foldable sports outdoor seating chairs chair folding bench lafuma sojourn zero white lounges wicker bamboo chaise , low furniture black garden furniture modway woven 099967369039 patio swivel for beach cast set rattan picnic clearance pool rocker sets flat portable daybed steamer soccer adults trex cushion double green 2 casual ohana team patio furniture foldable sports outdoor seating chairs chair folding bench lafuma sojourn zero white lounges wicker bamboo chaise ,Strathwood Adjustable Beach and Pool Lounge Chair Caribbean Blue,CHAIR,Strathwood by Amazon.com, low furniture black garden furniture modway woven 099967369039 patio swivel for beach cast set rattan picnic clearance pool rocker sets flat portable daybed steamer soccer adults trex cushion double green 2 casual ohana team patio furniture foldable sports outdoor seating chairs chair folding bench lafuma sojourn zero white lounges wicker bamboo chaise  low furniture black garden furniture modway woven 099967369039 patio swivel for beach cast set rattan picnic clearance pool rocker sets flat portable daybed steamer soccer adults trex cushion double green 2 casual ohana team patio furniture foldable sports outdoor seating chairs chair folding bench lafuma sojourn zero white lounges wicker bamboo chaise Strathwood Adjustable Beach and Pool Lounge Chair Caribbean Blue,text44,over 1000,star 4-5,yes,no
